Region;Country;Latitude;Longitude;Date;Confirmed;Deaths
;Somalia;5.1521;46.1996;3/16/20;1;0
;Diamond Princess;0;0;3/5/20;706;6
;Egypt;26;30;2/26/20;1;0
;Nepal;28.1667;84.25;3/14/20;1;0
;Cambodia;11.55;104.9167;2/21/20;1;0
;Hungary;47.1625;19.5033;3/21/20;103;4
;Cambodia;11.55;104.9167;3/5/20;1;0
;Liechtenstein;47.14;9.55;4/2/20;75;0
;Paraguay;-23.4425;-58.4438;3/26/20;41;3
;Bosnia and Herzegovina;43.9159;17.6791;3/16/20;25;0
;Thailand;15;101;2/18/20;35;0
;MS Zaandam;0;0;2/15/20;0;0
;Djibouti;11.8251;42.5903;2/13/20;0;0
;Luxembourg;49.8153;6.1296;2/18/20;0;0
;Sierra Leone;8.460555;-11.779889;1/22/20;0;0
;Algeria;28.0339;1.6596;3/31/20;716;44
;Antigua and Barbuda;17.0608;-61.7964;2/13/20;0;0
;Belarus;53.7098;27.9534;4/2/20;304;4
;India;21;78;1/24/20;0;0
;Central African Republic;6.6111;20.9394;1/22/20;0;0
;Peru;-9.19;-75.0152;2/27/20;0;0
;Cyprus;35.1264;33.4299;3/26/20;146;3
;Norway;60.472;8.4689;2/15/20;0;0
;Denmark;56.2639;9.5018;2/28/20;1;0
;Sudan;12.8628;30.2176;3/30/20;6;2
;Eswatini;-26.5225;31.4659;2/4/20;0;0
;Switzerland;46.8182;8.2275;3/2/20;42;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;3/9/20;0;0
;Italy;43;12;1/31/20;2;0
;Namibia;-22.9576;18.4904;3/1/20;0;0
;Lithuania;55.1694;23.8813;2/7/20;0;0
;Holy See;41.9029;12.4534;1/26/20;0;0
;Nicaragua;12.8654;-85.2072;3/19/20;1;0
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2/13/20;0;0
;Mongolia;46.8625;103.8467;1/29/20;0;0
;Andorra;42.5063;1.5218;3/12/20;1;0
;Jamaica;18.1096;-77.2975;3/15/20;10;0
;Morocco;31.7917;-7.0926;2/8/20;0;0
;Panama;8.538;-80.7821;1/31/20;0;0
;Ecuador;-1.8312;-78.1834;3/26/20;1403;34
;Nicaragua;12.8654;-85.2072;1/31/20;0;0
;Jordan;31.24;36.51;2/5/20;0;0
;Jordan;31.24;36.51;2/24/20;0;0
;Serbia;44.0165;21.0059;2/13/20;0;0
;Luxembourg;49.8153;6.1296;3/18/20;203;2
;Kosovo;42.602636;20.902977;2/20/20;0;0
;Bulgaria;42.7339;25.4858;1/26/20;0;0
;Malawi;-13.254308;34.301525;3/12/20;0;0
;Burkina Faso;12.2383;-1.5616;3/12/20;2;0
;Iceland;64.9631;-19.0208;1/24/20;0;0
;Bahamas;25.0343;-77.3963;3/22/20;4;0
;Pakistan;30.3753;69.3451;1/29/20;0;0
;Congo (Kinshasa);-4.0383;21.7587;3/11/20;1;0
;Kyrgyzstan;41.2044;74.7661;4/7/20;228;4
;Indonesia;-0.7893;113.9213;2/12/20;0;0
;Antigua and Barbuda;17.0608;-61.7964;2/25/20;0;0
;Gabon;-0.8037;11.6094;3/11/20;0;0
;Sierra Leone;8.460555;-11.779889;3/4/20;0;0
;Bolivia;-16.2902;-63.5887;3/1/20;0;0
;Trinidad and Tobago;10.6918;-61.2225;2/12/20;0;0
;Diamond Princess;0;0;2/25/20;691;3
;Ecuador;-1.8312;-78.1834;2/26/20;0;0
;Cote d'Ivoire;7.54;-5.5471;2/24/20;0;0
;Kazakhstan;48.0196;66.9237;2/2/20;0;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;2/4/20;0;0
Western Australia;Australia;-31.9505;115.8605;2/17/20;0;0
;El Salvador;13.7942;-88.8965;4/2/20;41;2
;Ukraine;48.3794;31.1656;3/26/20;196;5
;Sierra Leone;8.460555;-11.779889;3/11/20;0;0
;Malawi;-13.254308;34.301525;3/24/20;0;0
;Venezuela;6.4238;-66.5897;3/22/20;70;0
;Argentina;-38.4161;-63.6167;1/31/20;0;0
Western Australia;Australia;-31.9505;115.8605;4/8/20;481;2
;Iran;32;53;3/18/20;17361;1135
;Iran;32;53;3/31/20;44605;2898
;Trinidad and Tobago;10.6918;-61.2225;2/24/20;0;0
;Indonesia;-0.7893;113.9213;2/24/20;0;0
;Pakistan;30.3753;69.3451;1/30/20;0;0
;Diamond Princess;0;0;2/13/20;175;0
;Mauritania;21.0079;10.9408;1/24/20;0;0
;North Macedonia;41.6086;21.7453;3/19/20;48;0
;Slovenia;46.1512;14.9955;3/26/20;562;6
;Italy;43;12;2/8/20;3;0
;Ecuador;-1.8312;-78.1834;3/14/20;28;2
;South Sudan;6.877;31.307;3/23/20;0;0
;Syria;34.802075;38.996815;3/20/20;0;0
;Djibouti;11.8251;42.5903;1/25/20;0;0
;Finland;64;26;3/9/20;30;0
;Egypt;26;30;1/26/20;0;0
;Dominica;15.415;-61.371;2/2/20;0;0
;South Sudan;6.877;31.307;3/11/20;0;0
;Burkina Faso;12.2383;-1.5616;3/24/20;114;4
;Mongolia;46.8625;103.8467;3/18/20;6;0
;Cote d'Ivoire;7.54;-5.5471;2/12/20;0;0
;Congo (Brazzaville);-4.0383;21.7587;1/23/20;0;0
;Congo (Kinshasa);-4.0383;21.7587;3/23/20;36;1
;Ecuador;-1.8312;-78.1834;2/14/20;0;0
;Philippines;13;122;4/7/20;3764;177
;Moldova;47.4116;28.3699;3/3/20;0;0
;Sierra Leone;8.460555;-11.779889;3/23/20;0;0
;North Macedonia;41.6086;21.7453;2/20/20;0;0
;Saint Kitts and Nevis;17.357822;-62.782998;2/21/20;0;0
;Slovenia;46.1512;14.9955;3/14/20;181;1
;Denmark;56.2639;9.5018;2/16/20;0;0
;Morocco;31.7917;-7.0926;3/30/20;556;33
;Luxembourg;49.8153;6.1296;3/31/20;2178;23
;Bahamas;25.0343;-77.3963;3/10/20;0;0
;North Macedonia;41.6086;21.7453;3/20/20;67;0
;Cuba;22;-80;2/21/20;0;0
;El Salvador;13.7942;-88.8965;3/5/20;0;0
;Kenya;-0.0236;37.9062;1/29/20;0;0
;Somalia;5.1521;46.1996;1/27/20;0;0
;Ukraine;48.3794;31.1656;3/14/20;3;1
;Egypt;26;30;2/14/20;1;0
;Burma;21.9162;95.956;2/6/20;0;0
;Venezuela;6.4238;-66.5897;3/10/20;0;0
;Singapore;1.2833;103.8333;1/22/20;0;0
;Nepal;28.1667;84.25;3/26/20;3;0
;Bahrain;26.0275;50.55;2/8/20;0;0
;Iran;32;53;2/18/20;0;0
;Colombia;4.5709;-74.2973;2/9/20;0;0
;Gambia;13.4432;-15.3101;3/6/20;0;0
;Japan;36;138;3/3/20;293;6
;Belarus;53.7098;27.9534;1/29/20;0;0
;Colombia;4.5709;-74.2973;3/31/20;906;16
;Bosnia and Herzegovina;43.9159;17.6791;3/28/20;258;5
;MS Zaandam;0;0;2/27/20;0;0
;Slovenia;46.1512;14.9955;2/26/20;0;0
;Mozambique;-18.665695;35.529562;2/5/20;0;0
;North Macedonia;41.6086;21.7453;2/19/20;0;0
Western Australia;Australia;-31.9505;115.8605;3/30/20;355;1
;Belarus;53.7098;27.9534;1/30/20;0;0
;Suriname;3.9193;-56.0278;3/3/20;0;0
;South Sudan;6.877;31.307;2/11/20;0;0
;Burkina Faso;12.2383;-1.5616;2/7/20;0;0
Western Australia;Australia;-31.9505;115.8605;3/29/20;311;0
;Timor-Leste;-8.874217;125.727539;2/18/20;0;0
;Ukraine;48.3794;31.1656;4/7/20;1462;45
;Algeria;28.0339;1.6596;2/18/20;0;0
;Argentina;-38.4161;-63.6167;4/8/20;1715;63
;Costa Rica;9.7489;-83.7534;4/8/20;502;3
;Niger;17.6078;8.0817;3/28/20;10;1
;Malawi;-13.254308;34.301525;3/3/20;0;0
;Trinidad and Tobago;10.6918;-61.2225;1/24/20;0;0
;Turkey;38.9637;35.2433;1/22/20;0;0
;Syria;34.802075;38.996815;3/19/20;0;0
;Cabo Verde;16.5388;-23.0418;2/1/20;0;0
;Angola;-11.2027;17.8739;3/2/20;0;0
;Equatorial Guinea;1.5;10;3/8/20;0;0
;Czechia;49.8175;15.473;1/24/20;0;0
Western Australia;Australia;-31.9505;115.8605;3/17/20;31;0
;Israel;31;35;4/5/20;8430;49
;North Macedonia;41.6086;21.7453;1/31/20;0;0
;Mexico;23.6345;-102.5528;3/31/20;1094;28
;Romania;45.9432;24.9668;2/2/20;0;0
;Madagascar;-18.7669;46.8691;2/9/20;0;0
;Austria;47.5162;14.5501;3/9/20;131;0
;Gabon;-0.8037;11.6094;3/23/20;5;1
;Mali;17.570692;-3.996166;1/23/20;0;0
;Diamond Princess;0;0;2/8/20;61;0
;Indonesia;-0.7893;113.9213;4/1/20;1677;157
;Panama;8.538;-80.7821;2/5/20;0;0
;Mongolia;46.8625;103.8467;3/31/20;12;0
Western Australia;Australia;-31.9505;115.8605;2/29/20;2;0
;Brunei;4.5353;114.7277;4/7/20;135;1
;US;37.0902;-95.7129;1/26/20;5;0
;Azerbaijan;40.1431;47.5769;3/19/20;44;1
;Iraq;33;44;2/14/20;0;0
;Namibia;-22.9576;18.4904;3/10/20;0;0
;Mauritania;21.0079;10.9408;3/1/20;0;0
;Suriname;3.9193;-56.0278;2/28/20;0;0
;India;21;78;4/6/20;4778;136
;Nigeria;9.082;8.6753;2/17/20;0;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;2/6/20;0;0
;Zimbabwe;-20;30;2/7/20;0;0
;Cyprus;35.1264;33.4299;4/6/20;465;9
;Albania;41.1533;20.1683;3/4/20;0;0
;Azerbaijan;40.1431;47.5769;3/20/20;44;1
;Honduras;15.2;-86.2419;3/18/20;9;0
;Bolivia;-16.2902;-63.5887;2/11/20;0;0
;Sudan;12.8628;30.2176;3/5/20;0;0
;Djibouti;11.8251;42.5903;3/14/20;0;0
;Liberia;6.4281;-9.4295;2/9/20;0;0
;Israel;31;35;1/31/20;0;0
;Kosovo;42.602636;20.902977;1/31/20;0;0
;Iraq;33;44;2/26/20;5;0
;Oman;21;57;4/1/20;210;1
;Guinea-Bissau;11.8037;-15.1804;4/5/20;18;0
;Thailand;15;101;1/30/20;14;0
;Sao Tome and Principe;0.18636;6.613081;2/3/20;0;0
;Thailand;15;101;1/29/20;14;0
;Suriname;3.9193;-56.0278;2/16/20;0;0
;Saudi Arabia;24;45;3/12/20;45;0
;Namibia;-22.9576;18.4904;3/22/20;3;0
;Chile;-35.6751;-71.543;1/30/20;0;0
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;3/25/20;0;0
;Chile;-35.6751;-71.543;1/29/20;0;0
;Chile;-35.6751;-71.543;3/17/20;201;0
;Eswatini;-26.5225;31.4659;3/1/20;0;0
;India;21;78;3/25/20;657;12
;Oman;21;57;2/13/20;0;0
;Somalia;5.1521;46.1996;2/27/20;0;0
;MS Zaandam;0;0;1/27/20;0;0
;Taiwan*;23.7;121;1/22/20;1;0
;Colombia;4.5709;-74.2973;3/18/20;93;0
;Guatemala;15.7835;-90.2308;4/7/20;77;3
;Peru;-9.19;-75.0152;3/28/20;671;16
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;3/17/20;0;0
;Tanzania;-6.369;34.8888;3/6/20;0;0
;Monaco;43.7333;7.4167;3/21/20;11;0
;Nigeria;9.082;8.6753;2/29/20;1;0
;Maldives;3.2028;73.2207;3/5/20;0;0
;Uganda;1;32;2/7/20;0;0
;Grenada;12.1165;-61.679;2/8/20;0;0
;Egypt;26;30;4/5/20;1173;78
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;3/13/20;0;0
;Chile;-35.6751;-71.543;3/30/20;2449;8
;Vietnam;16;108;1/22/20;0;0
;Ghana;7.9465;-1.0232;3/11/20;0;0
;Poland;51.9194;19.1451;2/4/20;0;0
;Vietnam;16;108;3/1/20;16;0
;Uzbekistan;41.3775;64.5853;1/28/20;0;0
;Belgium;50.8333;4;3/7/20;169;0
;Denmark;56.2639;9.5018;3/16/20;914;0
;Spain;40;-4;3/8/20;673;17
;Zimbabwe;-20;30;2/24/20;0;0
;Switzerland;46.8182;8.2275;1/31/20;0;0
Zhejiang;China;29.1832;120.0934;2/21/20;1203;6
;Eritrea;15.1794;39.7823;2/8/20;0;0
;Cote d'Ivoire;7.54;-5.5471;3/7/20;0;0
;India;21;78;3/13/20;82;2
;Chile;-35.6751;-71.543;3/29/20;2139;7
;Central African Republic;6.6111;20.9394;2/22/20;0;0
;Cote d'Ivoire;7.54;-5.5471;1/24/20;0;0
;United Arab Emirates;24;54;2/2/20;5;0
;Mongolia;46.8625;103.8467;2/18/20;0;0
;Equatorial Guinea;1.5;10;3/31/20;12;0
;Gambia;13.4432;-15.3101;2/10/20;0;0
;Cameroon;3.848;11.5021;2/14/20;0;0
;Diamond Princess;0;0;3/25/20;712;10
;Holy See;41.9029;12.4534;2/26/20;0;0
;Armenia;40.0691;45.0382;2/13/20;0;0
;Guyana;5;-58.75;4/7/20;33;5
;Peru;-9.19;-75.0152;3/16/20;86;0
;Qatar;25.3548;51.1839;3/12/20;262;0
;Moldova;47.4116;28.3699;1/24/20;0;0
;Qatar;25.3548;51.1839;1/24/20;0;0
;Germany;51;9;3/17/20;9257;24
;"Korea; South";36;4/7/20;10284;186
;Trinidad and Tobago;10.6918;-61.2225;2/1/20;0;0
;San Marino;43.9424;12.4578;4/1/20;236;26
;Gambia;13.4432;-15.3101;4/3/20;4;1
;Zimbabwe;-20;30;2/12/20;0;0
;Poland;51.9194;19.1451;3/21/20;536;5
;Norway;60.472;8.4689;3/15/20;1221;3
;Togo;8.6195;0.8248;2/3/20;0;0
;Kosovo;42.602636;20.902977;2/9/20;0;0
;Papua New Guinea;-6.315;143.9555;4/6/20;2;0
;Oman;21;57;2/25/20;2;0
;Central African Republic;6.6111;20.9394;2/10/20;0;0
;Denmark;56.2639;9.5018;3/28/20;2201;0
;Holy See;41.9029;12.4534;2/14/20;0;0
;Slovenia;46.1512;14.9955;4/7/20;1059;36
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2/2/20;0;0
;Ghana;7.9465;-1.0232;3/23/20;27;2
;Azerbaijan;40.1431;47.5769;2/3/20;0;0
;Saint Lucia;13.9094;-60.9789;2/8/20;0;0
;Saudi Arabia;24;45;3/24/20;767;1
;Cameroon;3.848;11.5021;3/26/20;75;1
;Honduras;15.2;-86.2419;2/6/20;0;0
;Philippines;13;122;2/22/20;3;1
;Saint Vincent and the Grenadines;12.9843;-61.2872;1/26/20;0;0
;Djibouti;11.8251;42.5903;3/5/20;0;0
;Turkey;38.9637;35.2433;2/9/20;0;0
;Ecuador;-1.8312;-78.1834;4/2/20;3163;120
;Malaysia;2.5;112.5;3/20/20;1030;3
;Cabo Verde;16.5388;-23.0418;3/24/20;3;1
Zhejiang;China;29.1832;120.0934;4/7/20;1265;6
;Libya;26.3351;17.228331;2/3/20;0;0
;Papua New Guinea;-6.315;143.9555;3/28/20;1;0
;Philippines;13;122;2/10/20;3;1
;Rwanda;-1.9403;29.8739;2/27/20;0;0
;Georgia;42.3154;43.3569;1/26/20;0;0
;Guinea;9.9456;-9.6966;1/27/20;0;0
;Germany;51;9;3/30/20;66885;645
Zhejiang;China;29.1832;120.0934;3/21/20;1236;6
;Burundi;-3.3731;29.9189;2/26/20;0;0
;India;21;78;2/3/20;3;0
;Norway;60.472;8.4689;3/27/20;3755;19
;Gambia;13.4432;-15.3101;3/22/20;1;0
;Pakistan;30.3753;69.3451;4/5/20;3157;47
;Rwanda;-1.9403;29.8739;3/4/20;0;0
;Tunisia;34;9;2/13/20;0;0
;Burundi;-3.3731;29.9189;3/14/20;0;0
;Georgia;42.3154;43.3569;2/26/20;1;0
;Cabo Verde;16.5388;-23.0418;3/12/20;0;0
;Togo;8.6195;0.8248;2/11/20;0;0
;Nicaragua;12.8654;-85.2072;4/2/20;5;1
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2/25/20;0;0
;Syria;34.802075;38.996815;2/2/20;0;0
;Cameroon;3.848;11.5021;3/14/20;2;0
;Rwanda;-1.9403;29.8739;1/27/20;0;0
;Tunisia;34;9;1/25/20;0;0
;Burundi;-3.3731;29.9189;1/26/20;0;0
;Suriname;3.9193;-56.0278;2/6/20;0;0
;Togo;8.6195;0.8248;1/23/20;0;0
;Slovakia;48.669;19.699;4/7/20;581;2
;Cameroon;3.848;11.5021;2/26/20;0;0
;Netherlands;52.1326;5.2913;4/1/20;13614;0
;Nigeria;9.082;8.6753;4/8/20;276;6
;Fiji;-17.7134;178.065;2/7/20;0;0
;Gambia;13.4432;-15.3101;3/10/20;0;0
;Armenia;40.0691;45.0382;2/25/20;0;0
;Tunisia;34;9;2/25/20;0;0
;Mozambique;-18.665695;35.529562;4/8/20;17;0
;Germany;51;9;3/29/20;62095;533
;Argentina;-38.4161;-63.6167;2/5/20;0;0
;Qatar;25.3548;51.1839;3/24/20;526;0
;Rwanda;-1.9403;29.8739;2/15/20;0;0
;Burundi;-3.3731;29.9189;2/14/20;0;0
;Gambia;13.4432;-15.3101;2/22/20;0;0
;Taiwan*;23.7;121;2/6/20;16;0
;Brunei;4.5353;114.7277;3/11/20;11;0
;Mongolia;46.8625;103.8467;2/6/20;0;0
;Paraguay;-23.4425;-58.4438;4/8/20;119;5
;Uruguay;-32.5228;-55.7658;4/3/20;369;4
;Portugal;39.3999;-8.2245;1/28/20;0;0
;Congo (Brazzaville);-4.0383;21.7587;2/1/20;0;0
;Togo;8.6195;0.8248;2/23/20;0;0
;Dominican Republic;18.7357;-70.1627;2/5/20;0;0
;Eritrea;15.1794;39.7823;2/12/20;0;0
;San Marino;43.9424;12.4578;2/11/20;0;0
;Israel;31;35;2/2/20;0;0
;Bolivia;-16.2902;-63.5887;3/23/20;27;0
;Iceland;64.9631;-19.0208;2/2/20;0;0
;Czechia;49.8175;15.473;3/4/20;8;0
;Iraq;33;44;2/6/20;0;0
;Chad;15.4542;18.7322;1/23/20;0;0
;Panama;8.538;-80.7821;4/8/20;2249;59
;Azerbaijan;40.1431;47.5769;2/19/20;0;0
;Jordan;31.24;36.51;3/2/20;0;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;3/29/20;0;0
;Philippines;13;122;3/22/20;380;25
;Barbados;13.1939;-59.5432;3/3/20;0;0
;Mali;17.570692;-3.996166;3/7/20;0;0
;Barbados;13.1939;-59.5432;3/16/20;0;0
;Philippines;13;122;3/10/20;33;1
;Eritrea;15.1794;39.7823;2/24/20;0;0
;Kazakhstan;48.0196;66.9237;4/5/20;584;6
;Romania;45.9432;24.9668;4/5/20;3864;151
;Bolivia;-16.2902;-63.5887;3/11/20;2;0
;San Marino;43.9424;12.4578;3/23/20;187;20
;Brunei;4.5353;114.7277;3/23/20;91;0
;Honduras;15.2;-86.2419;3/31/20;141;7
;Finland;64;26;2/1/20;1;0
;Singapore;1.2833;103.8333;2/9/20;40;0
;Bahamas;25.0343;-77.3963;2/7/20;0;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;3/30/20;0;0
;South Africa;-30.5595;22.9375;2/9/20;0;0
;Russia;60;90;1/28/20;0;0
;Bangladesh;23.685;90.3563;3/3/20;0;0
;Norway;60.472;8.4689;3/1/20;19;0
;Burundi;-3.3731;29.9189;3/26/20;0;0
;Bolivia;-16.2902;-63.5887;2/23/20;0;0
;Eritrea;15.1794;39.7823;1/24/20;0;0
;San Marino;43.9424;12.4578;2/23/20;0;0
;Costa Rica;9.7489;-83.7534;2/5/20;0;0
;Estonia;58.5953;25.0136;2/18/20;0;0
;Armenia;40.0691;45.0382;3/2/20;1;0
;South Sudan;6.877;31.307;2/10/20;0;0
;Cabo Verde;16.5388;-23.0418;2/11/20;0;0
;South Africa;-30.5595;22.9375;2/8/20;0;0
;Egypt;26;30;2/27/20;1;0
;Guinea-Bissau;11.8037;-15.1804;3/8/20;0;0
;Ireland;53.1424;-7.6921;3/24/20;1329;7
;Zambia;-15.4167;28.2833;2/15/20;0;0
;Cambodia;11.55;104.9167;3/6/20;1;0
;Cambodia;11.55;104.9167;2/22/20;1;0
;Bosnia and Herzegovina;43.9159;17.6791;3/15/20;24;0
;Thailand;15;101;2/17/20;35;0
;Grenada;12.1165;-61.679;2/25/20;0;0
;Cambodia;11.55;104.9167;2/10/20;1;0
;Iran;32;53;2/17/20;0;0
;Romania;45.9432;24.9668;2/28/20;3;0
;Belarus;53.7098;27.9534;4/1/20;163;2
;Slovakia;48.669;19.699;1/26/20;0;0
;Thailand;15;101;2/29/20;42;0
;Bosnia and Herzegovina;43.9159;17.6791;3/27/20;237;4
Yukon;Canada;64.2823;-135;3/21/20;0;1
;Montenegro;42.5;19.3;3/27/20;82;1
;Uganda;1;32;3/3/20;0;0
;Zambia;-15.4167;28.2833;2/27/20;0;0
;Belize;13.1939;-59.5432;1/30/20;0;0
;South Sudan;6.877;31.307;2/22/20;0;0
;Laos;19.85627;102.495496;1/27/20;0;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;2/15/20;0;0
;Holy See;41.9029;12.4534;1/25/20;0;0
;Ireland;53.1424;-7.6921;3/12/20;43;1
;Suriname;3.9193;-56.0278;3/2/20;0;0
;Madagascar;-18.7669;46.8691;4/3/20;70;0
;Philippines;13;122;3/23/20;462;33
;San Marino;43.9424;12.4578;3/5/20;21;1
;Greece;39.0742;21.8243;4/5/20;1735;73
;Saint Vincent and the Grenadines;12.9843;-61.2872;3/16/20;1;0
;Chile;-35.6751;-71.543;4/7/20;5116;43
;Equatorial Guinea;1.5;10;1/30/20;0;0
;Iran;32;53;2/29/20;593;43
;Ghana;7.9465;-1.0232;2/6/20;0;0
;Albania;41.1533;20.1683;2/7/20;0;0
;Cyprus;35.1264;33.4299;3/9/20;2;0
;Cabo Verde;16.5388;-23.0418;4/4/20;7;1
;Iceland;64.9631;-19.0208;1/25/20;0;0
;Panama;8.538;-80.7821;3/31/20;1181;30
;Cyprus;35.1264;33.4299;3/25/20;132;3
;Luxembourg;49.8153;6.1296;2/17/20;0;0
;Latvia;56.8796;24.6032;2/11/20;0;0
;Equatorial Guinea;1.5;10;1/29/20;0;0
;Guinea;9.9456;-9.6966;3/17/20;1;0
;Papua New Guinea;-6.315;143.9555;1/27/20;0;0
;Mauritania;21.0079;10.9408;3/14/20;1;0
;Sudan;12.8628;30.2176;3/28/20;5;1
;Montenegro;42.5;19.3;3/15/20;0;0
;Lithuania;55.1694;23.8813;2/6/20;0;0
;Luxembourg;49.8153;6.1296;3/20/20;484;4
;Central African Republic;6.6111;20.9394;3/22/20;3;0
;Nigeria;9.082;8.6753;4/7/20;254;6
;Fiji;-17.7134;178.065;4/1/20;5;0
;Morocco;31.7917;-7.0926;2/7/20;0;0
;Central African Republic;6.6111;20.9394;2/1/20;0;0
;Sweden;63;16;1/27/20;0;0
;Mauritania;21.0079;10.9408;3/26/20;3;0
;"Korea; South";36;3/25/20;9037;120
;Luxembourg;49.8153;6.1296;3/19/20;335;4
;Rwanda;-1.9403;29.8739;2/28/20;0;0
;Benin;9.3077;2.3158;2/26/20;0;0
;Bahrain;26.0275;50.55;2/23/20;0;0
;Colombia;4.5709;-74.2973;2/17/20;0;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;3/28/20;1;0
;Guinea;9.9456;-9.6966;3/29/20;16;0
;Seychelles;-4.6796;55.492;2/5/20;0;0
;Honduras;15.2;-86.2419;1/28/20;0;0
;Nepal;28.1667;84.25;3/25/20;3;0
;Panama;8.538;-80.7821;3/18/20;86;1
;Mali;17.570692;-3.996166;3/25/20;2;0
;Ethiopia;9.145;40.4897;1/22/20;0;0
;Colombia;4.5709;-74.2973;2/29/20;0;0
;Saint Lucia;13.9094;-60.9789;3/23/20;3;0
;Ghana;7.9465;-1.0232;2/23/20;0;0
;Guinea-Bissau;11.8037;-15.1804;3/16/20;0;0
;Mali;17.570692;-3.996166;3/13/20;0;0
;Luxembourg;49.8153;6.1296;2/29/20;1;0
;Senegal;14.4974;-14.4524;2/4/20;0;0
;Bolivia;-16.2902;-63.5887;2/5/20;0;0
;Germany;51;9;4/8/20;113296;2349
;Moldova;47.4116;28.3699;2/13/20;0;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;3/8/20;0;0
;Latvia;56.8796;24.6032;2/23/20;0;0
;Azerbaijan;40.1431;47.5769;4/6/20;641;7
;Monaco;43.7333;7.4167;2/19/20;0;0
;Bulgaria;42.7339;25.4858;4/4/20;503;17
;Madagascar;-18.7669;46.8691;2/28/20;0;0
;Portugal;39.3999;-8.2245;3/3/20;2;0
;Diamond Princess;0;0;3/4/20;706;6
;Central African Republic;6.6111;20.9394;3/10/20;0;0
;Guinea;9.9456;-9.6966;3/30/20;22;0
;Nepal;28.1667;84.25;3/13/20;1;0
;Norway;60.472;8.4689;4/8/20;6086;101
;Austria;47.5162;14.5501;4/6/20;12297;220
;Cabo Verde;16.5388;-23.0418;2/23/20;0;0
;Egypt;26;30;2/15/20;1;0
;Rwanda;-1.9403;29.8739;2/16/20;0;0
;South Sudan;6.877;31.307;3/24/20;0;0
;Benin;9.3077;2.3158;2/14/20;0;0
;Austria;47.5162;14.5501;2/2/20;0;0
;Albania;41.1533;20.1683;1/31/20;0;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;2/27/20;0;0
;Chad;15.4542;18.7322;4/4/20;9;0
;Dominican Republic;18.7357;-70.1627;3/1/20;1;0
;Kuwait;29.5;47.75;3/1/20;45;0
;Monaco;43.7333;7.4167;2/20/20;0;0
;Jordan;31.24;36.51;2/13/20;0;0
;"Korea; South";36;2/3/20;15;0
;Cyprus;35.1264;33.4299;2/3/20;0;0
;Germany;51;9;2/4/20;12;0
;Angola;-11.2027;17.8739;1/25/20;0;0
;Sweden;63;16;3/6/20;101;0
;Belarus;53.7098;27.9534;3/17/20;36;0
;Russia;60;90;2/1/20;2;0
;Angola;-11.2027;17.8739;2/24/20;0;0
;Papua New Guinea;-6.315;143.9555;4/7/20;2;0
;Sierra Leone;8.460555;-11.779889;2/23/20;0;0
;Sao Tome and Principe;0.18636;6.613081;3/12/20;0;0
;Dominica;15.415;-61.371;3/16/20;0;0
;Somalia;5.1521;46.1996;1/26/20;0;0
;Venezuela;6.4238;-66.5897;3/4/20;0;0
;Italy;43;12;3/21/20;53578;4825
;United Arab Emirates;24;54;4/7/20;2359;12
;Bahrain;26.0275;50.55;2/9/20;0;0
;Egypt;26;30;1/25/20;0;0
;Croatia;45.1;15.2;4/2/20;1011;7
;Norway;60.472;8.4689;2/4/20;0;0
;Angola;-11.2027;17.8739;3/3/20;0;0
;India;21;78;1/25/20;0;0
;South Sudan;6.877;31.307;3/12/20;0;0
;Antigua and Barbuda;17.0608;-61.7964;2/14/20;0;0
;Philippines;13;122;4/6/20;3660;163
;Switzerland;46.8182;8.2275;3/3/20;56;0
;Belarus;53.7098;27.9534;3/29/20;94;0
;Sao Tome and Principe;0.18636;6.613081;3/24/20;0;0
;Mozambique;-18.665695;35.529562;1/29/20;0;0
;Belarus;53.7098;27.9534;3/30/20;152;0
;Guinea-Bissau;11.8037;-15.1804;3/28/20;2;0
;MS Zaandam;0;0;2/16/20;0;0
;Belarus;53.7098;27.9534;2/8/20;0;0
;US;37.0902;-95.7129;1/27/20;5;0
;Dominica;15.415;-61.371;3/28/20;11;0
;Congo (Brazzaville);-4.0383;21.7587;4/6/20;45;5
;Iran;32;53;3/20/20;19644;1433
;Nicaragua;12.8654;-85.2072;2/18/20;0;0
;Dominican Republic;18.7357;-70.1627;1/26/20;0;0
;Monaco;43.7333;7.4167;3/10/20;1;0
;Haiti;18.9712;-72.2852;3/23/20;6;0
;Japan;36;138;3/4/20;331;6
;Denmark;56.2639;9.5018;2/27/20;1;0
